year,mileage,engine_size,horsepower,fuel_type,transmission,brand,condition,accident_count,num_owners,price
2016,116218,3.0,459,diesel,automatic,Hyundai,fair,1,1,20957.39
2010,23528,5.0,381,diesel,manual,Toyota,poor,0,1,14426.22
2012,3592,4.0,243,electric,cvt,Ford,fair,2,2,21066.57
2013,113623,1.8,299,gasoline,automatic,Nissan,good,0,2,20311.0
2008,100025,2.0,408,gasoline,automatic,Mercedes,good,4,3,32633.87
2020,119085,4.0,445,hybrid,manual,Ford,fair,0,3,24847.81
2001,134553,5.0,454,gasoline,automatic,Mercedes,excellent,0,1,55674.39
2004,143939,3.5,406,hybrid,manual,Toyota,poor,0,1,9920.63
2016,79101,5.0,203,gasoline,automatic,Audi,good,1,2,49592.41
2022,73743,3.0,169,electric,automatic,Hyundai,excellent,0,4,32514.13
2015,198570,4.0,301,diesel,manual,Chevrolet,good,4,2,14269.84
2020,51568,1.8,301,gasoline,cvt,BMW,good,2,2,48704.59
2005,149365,1.6,173,electric,cvt,Chevrolet,excellent,0,3,9641.43
2000,75430,5.0,141,gasoline,automatic,Mercedes,excellent,0,2,36938.45
2008,2761,1.8,446,gasoline,automatic,Kia,good,1,3,18719.74
2020,43261,4.0,474,gasoline,automatic,Kia,good,1,4,26806.42
2018,112079,5.0,112,hybrid,automatic,Nissan,excellent,4,1,24625.31
2020,136136,4.0,353,gasoline,automatic,Chevrolet,good,3,1,22465.34
2014,179181,2.5,384,gasoline,automatic,BMW,excellent,1,1,47066.84
2000,58556,4.0,387,gasoline,automatic,Ford,fair,0,3,15229.89
2001,158706,1.4,221,gasoline,cvt,Nissan,fair,1,3,2658.43
2016,190639,5.0,357,gasoline,automatic,BMW,good,1,2,46534.95
2004,177805,3.0,281,electric,manual,Chevrolet,excellent,4,1,6224.23
2009,58651,3.0,348,gasoline,automatic,Honda,good,3,4,18067.75
2020,50935,3.0,281,diesel,automatic,Toyota,fair,2,2,24119.9
2013,108336,1.4,155,diesel,automatic,Toyota,good,1,3,14802.91
2018,192397,2.5,88,diesel,manual,BMW,excellent,1,1,31857.5
2013,194379,3.5,247,gasoline,automatic,BMW,excellent,1,1,37447.81
2014,106217,3.5,304,gasoline,automatic,Ford,excellent,0,4,28742.11
2005,98384,2.5,104,gasoline,manual,Chevrolet,poor,0,2,1677.87
2003,80014,5.0,268,gasoline,automatic,BMW,good,0,3,40095.18
2008,118907,4.0,221,gasoline,automatic,Audi,poor,0,3,16061.86
2022,46577,3.5,176,hybrid,automatic,Nissan,fair,1,2,22642.71
2000,51396,1.8,352,gasoline,cvt,Audi,good,2,2,18143.0
2010,62674,3.5,91,hybrid,automatic,Kia,excellent,3,1,15764.4
2017,188349,1.8,140,gasoline,automatic,Kia,excellent,1,2,12209.53
2014,84517,4.0,479,gasoline,automatic,Ford,poor,0,2,16036.37
2015,535,3.5,395,gasoline,automatic,Mercedes,excellent,3,3,73393.09
2009,198908,1.4,275,gasoline,automatic,Nissan,excellent,2,2,10401.99
2006,99669,2.5,111,gasoline,cvt,BMW,fair,0,1,14620.61
2001,153805,3.5,398,gasoline,cvt,Audi,fair,2,2,13604.27
2009,108739,3.5,266,gasoline,automatic,Chevrolet,fair,2,1,10808.15
2021,63661,3.0,460,gasoline,automatic,Mercedes,poor,0,4,39742.33
2016,156309,4.0,251,gasoline,manual,Ford,excellent,5,2,16927.29
2002,6888,3.5,139,diesel,manual,Ford,excellent,2,1,15366.65
2016,166453,4.0,228,hybrid,automatic,Ford,good,2,1,19300.92
2021,157499,4.0,224,electric,automatic,Mercedes,good,1,2,64703.77
2020,30805,5.0,208,gasoline,automatic,Chevrolet,good,2,1,24557.03
2002,175104,3.5,167,diesel,automatic,Mercedes,good,0,1,17985.03
2011,81661,1.6,105,gasoline,cvt,Kia,fair,0,3,6154.7
2003,69396,5.0,424,gasoline,automatic,Audi,fair,1,1,32742.35
2015,46021,3.5,332,gasoline,automatic,Ford,excellent,1,2,30718.33
2022,163712,1.4,129,gasoline,automatic,Ford,excellent,0,2,21093.18
2013,50830,4.0,149,diesel,automatic,Nissan,good,0,5,23024.01
2011,57816,1.8,305,gasoline,cvt,BMW,good,1,1,38683.7
2017,80785,3.0,270,hybrid,automatic,Audi,excellent,3,2,58602.32
2012,160700,2.0,166,diesel,manual,Audi,excellent,1,3,23814.56
2003,5582,3.0,479,gasoline,cvt,Audi,poor,1,5,23868.34
2023,178460,1.8,394,gasoline,manual,BMW,poor,2,2,19609.55
2017,131736,4.0,277,diesel,automatic,Nissan,good,0,1,26028.28
2006,117052,3.5,361,gasoline,manual,Chevrolet,fair,0,5,12458.45
2000,67440,5.0,290,diesel,automatic,BMW,good,0,2,40860.71
2017,121788,1.6,425,gasoline,automatic,Kia,excellent,1,2,26241.99
2002,35926,5.0,498,gasoline,automatic,BMW,fair,3,1,35948.61
2001,112143,2.5,249,diesel,automatic,Toyota,good,0,2,12082.97
2013,159134,2.0,82,gasoline,automatic,Kia,good,1,1,10023.08
2015,119928,5.0,245,hybrid,automatic,Hyundai,good,0,2,21428.96
2018,196612,3.5,414,gasoline,automatic,Nissan,fair,1,1,17072.66
2010,195026,1.8,350,diesel,automatic,Kia,excellent,0,4,13215.75
2011,139049,1.4,286,diesel,manual,Audi,good,4,1,19493.3
2005,6773,1.6,218,gasoline,automatic,Ford,good,0,3,18993.93
2000,145139,5.0,455,gasoline,automatic,Honda,excellent,0,3,20584.47
2020,46453,2.0,353,gasoline,manual,Hyundai,excellent,2,3,24037.51
2006,109953,3.0,263,gasoline,automatic,Ford,good,2,3,9841.17
2002,117827,1.6,289,hybrid,cvt,Nissan,excellent,2,2,8771.0
2009,178574,3.0,368,gasoline,cvt,Hyundai,good,2,3,9986.81
2013,70032,3.0,213,gasoline,cvt,Hyundai,excellent,0,1,19784.59
2015,138846,1.4,281,gasoline,cvt,BMW,fair,0,1,28175.52
2012,119193,1.8,488,electric,cvt,Mercedes,poor,2,1,24513.84
2001,177117,4.0,439,diesel,automatic,Chevrolet,poor,0,2,7390.22
2002,36143,3.0,182,diesel,automatic,Ford,excellent,0,1,19998.92
2021,142051,1.6,179,diesel,automatic,Nissan,good,0,1,19115.03
2018,159532,4.0,389,hybrid,automatic,Ford,good,0,1,29280.37
2019,127972,1.6,92,gasoline,manual,Hyundai,fair,0,2,8570.21
2008,18378,1.8,110,electric,automatic,Ford,excellent,0,2,22532.31
2011,71815,1.6,436,hybrid,automatic,BMW,poor,0,1,26503.28
2011,81128,3.5,147,diesel,manual,BMW,fair,0,1,29218.84
2002,4999,3.0,132,gasoline,automatic,Mercedes,excellent,1,5,28066.92
2003,197498,2.0,496,hybrid,cvt,Hyundai,excellent,1,1,11637.53
2003,185266,3.5,366,gasoline,automatic,BMW,excellent,1,3,27859.07
2012,32812,1.6,172,diesel,manual,Nissan,good,0,3,17010.77
2003,7433,3.5,320,gasoline,automatic,Ford,excellent,0,2,25461.58
2006,138325,5.0,408,diesel,automatic,Mercedes,good,4,2,40664.12
2002,41542,1.6,366,gasoline,manual,Chevrolet,good,0,2,14366.33
2005,194399,4.0,291,hybrid,manual,Hyundai,good,2,5,4100.06
2001,141905,1.4,362,diesel,cvt,Ford,good,0,4,8208.89
2003,158402,3.5,468,diesel,manual,Hyundai,fair,1,1,11002.26
2003,106808,2.0,139,hybrid,automatic,Ford,excellent,5,3,2594.94
2009,138196,2.0,321,diesel,automatic,Honda,good,0,2,20299.07
2004,164184,1.8,95,gasoline,automatic,Hyundai,poor,1,1,934.53
2020,180886,4.0,221,gasoline,automatic,Mercedes,good,2,1,45436.22
2012,31044,2.5,140,diesel,cvt,Hyundai,good,0,1,18363.4
2020,49888,3.5,166,diesel,cvt,Hyundai,good,1,1,22166.79
2004,116033,1.6,217,gasoline,automatic,Chevrolet,excellent,0,2,8386.72
2023,28596,1.6,383,electric,automatic,Ford,excellent,1,3,45763.77
2012,70654,5.0,132,diesel,automatic,Honda,good,0,2,25215.78
2005,171937,1.4,468,diesel,automatic,Mercedes,poor,2,3,12256.69
2015,25120,5.0,136,gasoline,automatic,Toyota,good,0,1,31550.31
2004,21500,5.0,217,diesel,automatic,Toyota,good,0,2,24720.03
2017,54733,5.0,241,electric,automatic,Honda,excellent,0,5,46936.89
2006,74639,1.4,495,hybrid,automatic,Chevrolet,poor,0,1,9389.47
2014,127357,5.0,494,diesel,cvt,Audi,poor,2,1,29005.39
2008,188620,3.5,194,hybrid,automatic,Hyundai,good,0,2,10763.52
2015,197605,4.0,335,gasoline,automatic,Nissan,poor,2,2,9812.2
2017,198364,5.0,452,gasoline,automatic,Ford,excellent,0,1,30367.73
2018,57538,5.0,199,hybrid,automatic,Toyota,good,3,1,31960.39
2004,128755,1.8,405,gasoline,manual,Hyundai,poor,3,2,4906.02
2012,144936,1.4,126,gasoline,cvt,Mercedes,excellent,0,2,28742.83
2014,67593,1.6,293,hybrid,automatic,Hyundai,excellent,0,1,27390.21
2012,75323,4.0,127,hybrid,automatic,Nissan,good,0,3,23092.98
2014,188509,5.0,358,gasoline,automatic,Audi,fair,3,1,28581.68
2001,185437,1.6,371,gasoline,manual,Kia,fair,1,1,3753.96
2009,50109,1.4,404,electric,manual,Audi,excellent,1,3,51443.28
2008,121732,1.6,207,hybrid,automatic,Hyundai,excellent,2,2,6825.35
2018,199720,2.5,110,hybrid,automatic,Chevrolet,good,0,4,13767.57
2023,11430,3.0,295,gasoline,manual,Kia,poor,0,2,11645.21
2003,37614,2.5,401,gasoline,automatic,Hyundai,poor,0,1,9388.61
2003,162854,4.0,348,gasoline,cvt,BMW,good,0,2,28556.39
2013,148972,3.0,282,gasoline,manual,Chevrolet,fair,2,2,10763.43
2020,181162,2.5,275,hybrid,automatic,Honda,fair,1,1,15990.28
2016,101951,2.0,112,gasoline,cvt,Mercedes,excellent,2,1,40124.52
2009,165652,5.0,485,gasoline,automatic,Ford,excellent,2,3,22366.42
2005,62282,2.5,373,gasoline,automatic,Hyundai,excellent,0,3,20414.93
2010,61381,3.5,266,gasoline,automatic,Chevrolet,poor,0,1,8286.67
2006,175604,1.8,206,gasoline,manual,Ford,excellent,0,3,7449.47
2009,40179,1.4,491,gasoline,automatic,Audi,excellent,0,2,59682.55
2022,128615,3.0,365,gasoline,manual,Audi,good,5,3,38946.88
2019,12114,1.6,362,diesel,manual,Kia,fair,1,2,19369.23
2005,86919,5.0,397,gasoline,automatic,Audi,fair,2,2,30293.84
2003,96497,2.0,186,diesel,automatic,Ford,excellent,0,2,12799.82
2012,187206,1.8,341,hybrid,manual,Hyundai,excellent,0,2,17648.34
2010,99058,4.0,140,gasoline,cvt,Honda,excellent,0,4,20840.87
2020,169834,3.0,486,gasoline,automatic,Chevrolet,fair,1,1,16828.15
2006,156052,3.5,401,gasoline,cvt,Hyundai,fair,5,1,4834.01
2009,110859,4.0,331,gasoline,automatic,Ford,excellent,0,1,23380.64
2010,80028,4.0,250,gasoline,manual,BMW,good,2,1,37645.51
2022,126367,1.6,192,hybrid,automatic,Chevrolet,excellent,0,2,23638.45
2008,72022,3.5,237,gasoline,cvt,BMW,excellent,3,5,29290.37
2016,128499,5.0,96,gasoline,cvt,Audi,fair,0,1,30709.16
2012,4132,1.4,345,diesel,automatic,Kia,good,4,3,18423.02
2000,132808,4.0,283,hybrid,cvt,Toyota,poor,0,2,9239.69
2000,68038,1.4,423,gasoline,automatic,Hyundai,good,3,2,9393.13
2001,139326,3.0,437,gasoline,automatic,Nissan,excellent,2,2,16129.48
2018,168465,1.6,135,diesel,automatic,Nissan,fair,0,3,12810.0
2020,105290,3.0,195,diesel,automatic,Hyundai,good,0,2,23913.41
2000,199475,3.0,102,gasoline,automatic,Audi,poor,0,4,500.0
2005,59480,4.0,205,gasoline,automatic,Mercedes,good,0,1,40836.91
2004,87214,1.8,252,gasoline,manual,Hyundai,poor,0,4,3433.56
2012,16193,5.0,243,gasoline,automatic,Ford,excellent,2,5,26621.15
2006,160887,2.5,149,gasoline,automatic,Chevrolet,fair,0,1,6766.0
2008,91395,2.0,380,gasoline,manual,Honda,good,0,3,17686.61
2011,103964,2.0,330,gasoline,manual,Toyota,poor,2,1,9229.68
2003,118475,5.0,368,gasoline,automatic,Ford,good,0,2,19372.56
2006,21778,1.6,222,electric,automatic,Kia,fair,0,3,11996.26
2005,73514,5.0,426,gasoline,automatic,BMW,excellent,1,3,56093.18
2000,187262,3.5,125,gasoline,cvt,Hyundai,good,4,2,500.0
2016,132416,1.4,399,electric,automatic,Chevrolet,excellent,0,2,29461.66
2016,60867,5.0,340,gasoline,manual,Kia,excellent,2,4,22428.92
2003,34626,1.8,347,gasoline,automatic,Mercedes,good,0,1,39404.56
2020,148995,4.0,160,hybrid,automatic,BMW,good,0,2,54803.48
2023,180737,4.0,165,diesel,automatic,Nissan,excellent,0,3,29129.04
2001,81349,2.0,266,gasoline,automatic,BMW,good,0,1,24298.4
2006,67714,1.6,226,diesel,manual,Kia,good,0,3,9482.98
2023,139301,2.0,457,gasoline,automatic,BMW,fair,2,2,41825.08
2002,40190,1.6,269,gasoline,manual,Audi,good,2,2,20711.97
2017,75875,2.0,337,hybrid,automatic,Toyota,good,0,1,35723.0
2004,183252,2.0,317,gasoline,cvt,Honda,good,2,4,5615.44
2021,115230,3.0,328,diesel,cvt,Audi,fair,0,5,42632.92
2014,40403,2.5,398,gasoline,manual,Hyundai,poor,0,2,12609.05
2014,10036,1.6,247,gasoline,manual,Toyota,excellent,1,2,28311.91
2015,132116,1.4,84,gasoline,automatic,Mercedes,good,0,1,33961.59
2007,188356,2.5,488,gasoline,automatic,Honda,excellent,4,1,17277.9
2019,133753,3.5,235,electric,automatic,Toyota,good,2,4,26953.25
2007,79002,2.0,149,gasoline,automatic,Nissan,excellent,0,1,15059.3
2012,178874,3.0,461,electric,manual,Audi,good,0,1,49232.07
2017,89981,3.0,154,gasoline,automatic,Audi,good,2,1,39896.79
2012,144935,3.5,135,diesel,manual,Audi,good,0,1,33608.4
2016,56936,4.0,408,gasoline,automatic,Toyota,fair,1,1,24188.71
2014,149737,3.0,496,gasoline,automatic,Mercedes,poor,0,2,30907.52
2014,10831,1.6,335,diesel,automatic,Toyota,fair,1,5,22145.58
2004,183821,1.8,388,diesel,automatic,Hyundai,fair,2,2,6554.51
2014,159605,3.0,267,gasoline,automatic,Hyundai,good,0,1,16189.7
2017,176685,3.5,401,electric,automatic,Nissan,fair,0,1,22138.82
2007,167269,3.5,361,gasoline,manual,Kia,fair,1,1,8124.72
2003,40854,3.0,276,gasoline,automatic,BMW,good,1,2,34523.21
2016,146039,2.0,369,gasoline,automatic,Hyundai,excellent,2,2,17947.93
2018,124429,2.5,361,gasoline,automatic,Hyundai,fair,0,2,15843.19
2010,183071,1.6,342,hybrid,manual,Mercedes,excellent,4,2,21673.12
2023,150963,1.8,464,hybrid,cvt,Hyundai,fair,1,4,18101.49
2016,48704,3.0,487,diesel,automatic,Mercedes,good,1,4,71804.49
2005,42164,3.0,460,gasoline,automatic,Nissan,good,0,1,23078.3
2005,189327,2.5,243,electric,automatic,Nissan,fair,0,2,9053.91
2003,53583,3.0,390,gasoline,automatic,Hyundai,poor,0,1,4754.73
2020,155179,3.5,363,gasoline,manual,Honda,good,1,5,24202.09
2002,127150,2.5,493,gasoline,automatic,BMW,excellent,0,4,35454.84
2007,180969,2.5,381,gasoline,cvt,Hyundai,fair,0,5,7456.98
2010,135561,5.0,143,diesel,automatic,Mercedes,good,1,3,39317.79
2012,182616,1.4,374,electric,automatic,Audi,fair,1,1,27976.45
2001,9170,2.0,333,diesel,manual,Nissan,good,0,2,15549.99
2005,114765,3.5,97,hybrid,manual,Toyota,fair,0,3,10133.67
2004,111935,5.0,451,gasoline,cvt,Toyota,good,0,2,23796.97
2001,4495,1.4,325,gasoline,automatic,Chevrolet,excellent,2,2,15130.63
2005,34596,4.0,446,gasoline,cvt,Nissan,poor,0,1,11528.91
2020,130195,4.0,317,hybrid,automatic,Audi,good,1,2,60136.66
2019,81895,1.4,259,hybrid,automatic,BMW,good,1,3,49311.04
2005,125267,3.0,358,diesel,cvt,Honda,fair,0,3,11164.09
2004,123684,3.0,447,diesel,automatic,Kia,excellent,4,1,15079.16
2002,177578,2.5,170,gasoline,automatic,Honda,good,0,1,3759.66
2023,132299,2.5,387,gasoline,manual,Audi,excellent,3,3,52284.19
2020,42350,3.5,321,gasoline,automatic,Nissan,fair,0,1,26871.7
2017,75719,5.0,162,gasoline,cvt,Ford,good,0,1,27475.14
2023,1173,1.6,354,diesel,automatic,Nissan,fair,1,1,29994.79
2023,11607,2.0,123,diesel,automatic,Toyota,good,0,1,37957.8
2023,145500,1.4,343,electric,cvt,Hyundai,good,0,2,26673.11
2004,167781,2.5,475,diesel,automatic,Nissan,excellent,0,5,17692.73
2009,30180,3.0,315,diesel,automatic,Chevrolet,poor,3,2,6995.06
2008,72609,2.5,143,gasoline,automatic,Audi,good,0,2,24245.23
2015,138768,2.5,488,gasoline,cvt,Kia,poor,5,4,9852.82
2018,29449,1.8,228,gasoline,automatic,Mercedes,good,0,1,57501.14
2016,80092,1.6,123,electric,manual,Mercedes,good,2,3,38163.69
2003,174758,1.8,123,gasoline,automatic,Toyota,fair,2,3,500.0
2000,36725,3.0,310,gasoline,automatic,Hyundai,poor,0,3,9892.15
2000,3663,1.4,155,electric,cvt,Ford,good,1,2,8897.63
2004,50802,1.6,143,electric,manual,Honda,excellent,2,1,15373.38
2004,172232,2.5,308,hybrid,automatic,Audi,fair,1,1,14642.95
2004,143012,3.5,421,gasoline,automatic,Audi,good,1,1,32314.94
2005,169576,1.8,315,gasoline,cvt,BMW,good,2,1,16410.95
2023,119440,1.6,274,diesel,automatic,Honda,good,0,1,27972.25
2021,111363,1.4,333,hybrid,automatic,Hyundai,excellent,4,1,25938.6
2010,96709,1.4,216,gasoline,automatic,BMW,fair,5,1,11646.78
2013,183434,2.0,410,gasoline,manual,Kia,excellent,0,3,16033.86
2006,151668,3.5,132,electric,automatic,Hyundai,poor,0,4,5184.51
2009,79688,4.0,474,electric,automatic,Chevrolet,good,0,2,30961.02
2022,140453,1.4,131,gasoline,manual,BMW,poor,2,3,13807.67
2014,177945,1.8,424,diesel,automatic,Nissan,good,0,1,21850.09
2005,91838,4.0,192,hybrid,cvt,Ford,good,5,1,9634.68
2003,56936,2.0,257,diesel,cvt,Toyota,good,0,2,15405.19
2016,48979,1.4,490,gasoline,automatic,Toyota,fair,1,2,25321.73
2006,82328,2.0,284,diesel,automatic,Audi,good,1,1,32541.39
2014,54968,4.0,138,electric,automatic,Kia,fair,0,2,14923.1
2016,11672,1.4,234,diesel,automatic,BMW,excellent,4,3,51983.27
2009,138095,3.0,388,hybrid,manual,Kia,fair,0,2,11047.7
2005,86614,2.0,355,gasoline,automatic,Kia,excellent,0,1,12658.98
2014,160903,3.0,167,gasoline,automatic,BMW,good,0,1,34339.87
2013,10479,1.4,216,gasoline,automatic,Honda,excellent,0,1,26974.46
2015,177903,5.0,318,electric,automatic,Toyota,poor,1,1,16089.11
2009,80347,2.5,164,gasoline,automatic,Chevrolet,fair,4,3,6482.98
2018,145046,1.8,238,gasoline,cvt,Honda,excellent,0,2,24505.26
2021,9489,1.4,322,diesel,manual,Mercedes,excellent,2,1,79660.04
2021,190167,3.0,122,gasoline,manual,Audi,good,0,4,30959.55
2003,49596,3.5,363,gasoline,automatic,BMW,good,3,2,33893.07
2004,134245,5.0,246,electric,automatic,Kia,fair,0,2,10634.92
2002,191939,3.5,122,diesel,automatic,Ford,good,2,1,1568.24
2004,77720,2.0,257,gasoline,automatic,Mercedes,good,0,3,29542.58
2014,188257,2.5,92,gasoline,automatic,Chevrolet,excellent,1,4,7905.11
2003,180844,4.0,483,hybrid,automatic,Audi,fair,0,5,26859.26
2010,55448,1.8,491,diesel,automatic,Ford,good,1,2,25349.68
2019,149156,3.0,182,gasoline,manual,Honda,excellent,5,4,11575.33
2009,5153,5.0,240,diesel,manual,Honda,poor,3,3,10766.71
2020,37055,1.8,237,hybrid,manual,Ford,good,2,1,26243.88
2010,8142,3.5,174,diesel,automatic,Toyota,fair,2,4,18058.59
2017,26564,2.5,467,gasoline,manual,Ford,excellent,0,2,32977.22
2012,170702,2.0,496,diesel,automatic,Audi,excellent,0,2,51311.37
2021,53438,3.5,399,hybrid,automatic,Nissan,excellent,0,3,48760.27
2015,21567,5.0,341,gasoline,automatic,BMW,excellent,1,1,78414.47
2013,13375,5.0,488,hybrid,automatic,Audi,excellent,0,4,96315.76
2013,24553,1.4,116,hybrid,cvt,Audi,fair,5,2,16097.26
2007,9182,3.5,109,electric,automatic,Mercedes,good,4,3,36959.01
2006,5807,1.6,400,gasoline,automatic,Nissan,good,0,2,22381.03
2011,96285,4.0,364,gasoline,manual,Nissan,poor,0,2,9876.18
2016,82140,2.0,451,gasoline,automatic,BMW,excellent,5,3,48711.27
2010,134456,3.0,427,diesel,automatic,Kia,fair,2,3,10587.47
2001,91920,2.0,433,gasoline,automatic,Chevrolet,excellent,1,1,13233.29
2022,162717,1.8,273,diesel,automatic,Mercedes,good,1,1,52529.02
2023,85074,4.0,469,gasoline,automatic,Mercedes,poor,0,2,41724.49
2016,43320,3.5,155,gasoline,manual,Mercedes,excellent,0,1,63899.15
2005,10850,1.8,100,gasoline,automatic,Nissan,good,0,2,13977.68
2006,139192,1.6,293,diesel,automatic,Audi,poor,0,2,13044.58
2017,98959,4.0,145,gasoline,automatic,Honda,good,0,2,28623.27
2011,86501,5.0,458,diesel,automatic,Kia,excellent,0,4,31493.14
2019,133020,4.0,337,gasoline,automatic,Kia,good,1,2,23576.01
2014,12958,5.0,93,diesel,cvt,Nissan,good,0,3,25522.92
2022,55171,4.0,450,gasoline,automatic,Mercedes,fair,1,3,61564.31
2014,25542,2.5,186,diesel,automatic,Kia,poor,2,3,9656.09
2012,129241,1.4,463,hybrid,automatic,Chevrolet,good,1,5,17314.28
2010,76080,1.8,341,gasoline,automatic,Kia,excellent,0,2,18745.3
2021,117557,1.4,276,hybrid,automatic,Audi,fair,1,1,39921.96
2015,78683,1.6,106,gasoline,manual,Kia,poor,0,1,6259.7
2013,17946,4.0,162,diesel,automatic,Honda,excellent,0,1,36423.65
2011,101378,2.0,497,diesel,cvt,Honda,good,0,2,27973.93
2003,134017,1.6,328,hybrid,automatic,Ford,fair,0,1,11202.83
2008,1796,4.0,302,gasoline,automatic,Nissan,good,4,5,21451.06
2004,13797,3.0,458,hybrid,manual,Hyundai,good,1,1,21117.7
2009,27054,5.0,266,hybrid,automatic,Ford,poor,0,1,12883.36
2000,94312,2.5,206,hybrid,automatic,Chevrolet,excellent,2,1,8741.45
2021,70280,2.0,300,gasoline,manual,Honda,excellent,1,1,29724.79
2012,197960,2.0,465,electric,automatic,Audi,poor,0,3,24027.99
2010,87598,5.0,499,diesel,cvt,Mercedes,good,0,3,69925.35
2018,152718,3.5,426,gasoline,automatic,Honda,good,2,2,26683.32
2009,79211,1.4,285,diesel,automatic,Mercedes,good,1,2,39117.59
2008,41636,4.0,411,gasoline,automatic,Mercedes,good,0,1,60576.34
2017,162312,3.0,184,gasoline,automatic,Ford,good,0,2,17350.54
2022,79932,2.0,268,gasoline,automatic,BMW,good,0,2,54621.55
2003,36481,4.0,364,gasoline,cvt,BMW,fair,3,1,26671.52
2005,199484,4.0,250,hybrid,cvt,Audi,good,1,3,18829.56
2002,183693,2.0,478,diesel,automatic,Nissan,good,1,2,10520.03
2017,170275,5.0,124,gasoline,automatic,Nissan,poor,1,5,8105.84
2013,157692,1.8,324,diesel,automatic,BMW,poor,1,1,18260.27
2011,161817,3.5,328,hybrid,manual,Chevrolet,good,0,2,16725.79
2007,66951,4.0,166,diesel,manual,Toyota,fair,1,2,11806.42
2008,13250,3.0,225,gasoline,automatic,Audi,good,2,3,34319.59
2018,155552,3.0,125,gasoline,cvt,Toyota,fair,3,1,13995.15
2014,3484,1.8,399,gasoline,automatic,Hyundai,good,2,1,22242.87
2017,18312,4.0,268,gasoline,automatic,Chevrolet,excellent,0,1,32785.84
2014,59145,2.5,480,electric,automatic,Chevrolet,good,2,1,29552.77
2015,69831,4.0,333,hybrid,manual,Audi,good,3,3,47115.2
2002,64829,1.4,365,hybrid,manual,Audi,good,0,1,34646.05
2003,45378,3.5,134,hybrid,automatic,Nissan,good,0,1,17571.39
2010,85807,1.4,284,hybrid,automatic,Toyota,excellent,1,1,24386.02
2007,153994,1.4,447,electric,automatic,Toyota,good,2,3,16112.28
2015,150015,4.0,144,hybrid,automatic,Chevrolet,fair,1,2,13352.68
2011,64542,3.5,450,gasoline,automatic,Chevrolet,good,2,2,21239.44
2021,196545,5.0,134,electric,automatic,Audi,poor,0,1,25475.15
2007,122367,5.0,489,diesel,manual,Nissan,good,1,1,23751.73
2002,33997,4.0,290,gasoline,automatic,Toyota,good,1,2,16174.29
2023,135361,1.4,181,gasoline,automatic,Honda,good,3,1,18316.88
2004,166077,4.0,238,gasoline,cvt,Ford,excellent,0,3,12342.42
2006,131977,3.5,459,gasoline,automatic,Nissan,poor,0,3,13235.98
2018,123218,1.4,205,diesel,cvt,Honda,fair,0,3,15046.27
2008,182258,3.0,207,gasoline,automatic,Kia,poor,1,2,8016.07
2007,13507,2.0,466,diesel,automatic,Chevrolet,excellent,0,2,29593.36
2004,71127,2.0,208,gasoline,automatic,Honda,fair,1,2,9280.16
2015,129640,5.0,374,gasoline,automatic,Nissan,good,1,1,25855.87
2020,40687,3.5,474,gasoline,manual,Nissan,excellent,1,5,33306.92
2020,7143,1.8,429,gasoline,cvt,Kia,fair,0,1,18951.75
2020,160019,1.8,116,gasoline,automatic,Hyundai,poor,3,4,4927.55
2016,99363,1.6,467,gasoline,cvt,Kia,excellent,0,2,23007.39
2019,27682,1.8,229,hybrid,automatic,Kia,fair,0,4,16197.11
2011,79743,1.8,326,diesel,cvt,Hyundai,good,1,5,14456.51
2021,123555,1.8,322,hybrid,manual,Mercedes,excellent,2,1,65039.41
2020,168400,1.8,425,electric,automatic,Kia,fair,0,5,17948.04
2017,165163,1.4,400,hybrid,automatic,Toyota,fair,2,1,19579.2
2022,42454,3.5,154,gasoline,automatic,Toyota,good,0,2,36216.65
2009,119158,3.0,168,gasoline,automatic,Ford,excellent,0,1,15894.73
2022,178707,1.4,310,gasoline,cvt,Audi,excellent,0,1,51950.0
2021,142435,3.5,322,electric,automatic,Hyundai,poor,0,2,11191.85
2023,120943,4.0,112,hybrid,automatic,Chevrolet,good,1,2,22939.18
2019,132781,1.8,452,electric,manual,Honda,good,4,1,25856.52
2014,11542,1.4,412,electric,cvt,Ford,excellent,1,2,37002.85
2003,93726,2.5,157,gasoline,manual,BMW,good,1,1,18096.92
2003,151850,2.0,352,gasoline,automatic,Audi,good,0,2,22240.58
2022,111915,3.0,401,hybrid,automatic,Audi,excellent,1,2,83577.96
2012,117982,5.0,152,gasoline,automatic,Chevrolet,fair,2,1,11374.22
2019,143143,1.6,294,gasoline,automatic,Audi,excellent,1,1,47535.11
2008,25514,1.6,340,hybrid,automatic,Hyundai,excellent,1,2,21385.28
2015,165048,3.5,187,diesel,automatic,Kia,excellent,2,1,19313.4
2002,14827,1.4,136,diesel,automatic,Toyota,excellent,0,5,14308.94
2016,90123,1.4,175,gasoline,manual,Chevrolet,good,0,1,15025.81
2017,26900,2.0,409,gasoline,automatic,Nissan,excellent,1,3,36119.49
2010,151135,3.0,135,hybrid,manual,Honda,good,0,2,13299.3
2006,107633,1.4,282,gasoline,automatic,BMW,excellent,3,1,22811.27
2009,52329,2.0,314,electric,cvt,Hyundai,excellent,0,1,26884.48
2012,90710,1.6,247,diesel,automatic,Mercedes,excellent,1,3,45987.63
2010,110964,1.8,403,diesel,automatic,Honda,excellent,1,1,28152.79
2021,101364,3.5,372,diesel,automatic,Kia,good,1,1,27648.44
